,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,average,valid_acc,train_acc
20,20.0,0.665,0.839,0.69,0.257,0.333,0.0,0.838,0.007,0.66,0.734,0.502299964427948,0.0,0.5335000157356262
21,21.0,0.82,0.977,0.925,0.916,0.747,0.894,0.749,0.999,0.984,0.795,0.8805999755859375,0.0,0.8780500292778015
22,22.0,0.8,0.989,0.866,0.925,0.826,0.971,0.852,0.99,0.992,0.94,0.9150999784469604,0.0,0.9127166867256165
23,23.0,0.839,0.969,0.924,0.905,0.491,0.934,0.65,0.968,0.958,0.926,0.8563999533653259,0.0,0.8242999911308289
24,24.0,0.797,0.969,0.828,0.939,0.787,0.995,0.789,0.797,0.988,0.98,0.8868999481201172,0.0,0.8978999853134155
25,25.0,0.932,0.984,0.901,0.944,0.879,0.914,0.633,0.995,0.978,0.922,0.9081999659538269,0.0,0.9137666821479797
26,26.0,0.819,0.972,0.854,0.95,0.798,0.973,0.837,0.983,0.993,0.955,0.9133999943733215,0.0,0.9058499932289124
27,27.0,0.841,0.989,0.891,0.938,0.936,0.986,0.771,0.985,0.991,0.951,0.927899956703186,0.0,0.933899998664856
28,28.0,0.887,0.986,0.909,0.95,0.767,0.624,0.7,0.996,0.976,0.912,0.8707000017166138,0.0,0.8774499893188477
29,29.0,0.883,0.993,0.921,0.946,0.842,0.983,0.782,0.944,0.99,0.978,0.9261999726295471,0.0,0.9305166602134705
30,30.0,0.617,0.96,0.859,0.907,0.61,0.106,0.857,0.96,0.886,0.635,0.7396999597549438,0.0,0.7484000325202942
31,31.0,0.826,0.991,0.868,0.959,0.88,0.99,0.827,0.971,0.993,0.959,0.9264000058174133,0.0,0.9308000206947327
32,32.0,0.877,0.99,0.888,0.946,0.928,0.98,0.809,0.986,0.99,0.951,0.934499979019165,0.0,0.9435999989509583
33,33.0,0.914,0.99,0.927,0.932,0.914,0.981,0.759,0.99,0.988,0.941,0.9335999488830566,0.0,0.9427833557128906
34,34.0,0.927,0.993,0.91,0.945,0.93,0.982,0.756,0.981,0.996,0.96,0.937999963760376,0.0,0.9460999965667725
35,35.0,0.878,0.99,0.874,0.947,0.94,0.981,0.816,0.994,0.99,0.94,0.9350000023841858,0.0,0.9470500349998474
36,36.0,0.853,0.993,0.909,0.967,0.882,0.992,0.803,0.98,0.996,0.952,0.932699978351593,0.0,0.9459500312805176
37,37.0,0.868,0.991,0.892,0.954,0.906,0.985,0.831,0.969,0.997,0.965,0.9357999563217163,0.0,0.9484166502952576
38,38.0,0.887,0.984,0.929,0.942,0.905,0.978,0.729,0.974,0.99,0.969,0.9286999702453613,0.0,0.9364500045776367
39,39.0,0.902,0.992,0.902,0.949,0.917,0.992,0.823,0.955,0.997,0.971,0.9399999976158142,0.0,0.9532833695411682
40,40.0,0.91,0.987,0.911,0.947,0.902,0.994,0.811,0.968,0.997,0.96,0.9386999607086182,0.0,0.9543166756629944
41,41.0,0.889,0.99,0.922,0.941,0.94,0.987,0.786,0.989,0.991,0.949,0.9383999705314636,0.0,0.9566166996955872
42,42.0,0.898,0.993,0.908,0.961,0.913,0.972,0.783,0.994,0.995,0.941,0.9357999563217163,0.0,0.9491000175476074
43,43.0,0.872,0.991,0.914,0.95,0.903,0.988,0.856,0.986,0.995,0.951,0.9405999779701233,0.0,0.9549833536148071
44,44.0,0.886,0.989,0.918,0.949,0.911,0.989,0.859,0.985,0.998,0.952,0.9435999989509583,0.0,0.9607166647911072
45,45.0,0.89,0.989,0.916,0.941,0.944,0.988,0.836,0.984,0.997,0.955,0.9440000057220459,0.0,0.9612833261489868
46,46.0,0.891,0.992,0.905,0.954,0.928,0.989,0.845,0.979,0.996,0.964,0.9442999958992004,0.0,0.9630166888237
47,47.0,0.884,0.988,0.908,0.959,0.937,0.986,0.831,0.982,0.997,0.97,0.9441999793052673,0.0,0.9632666707038879
48,48.0,0.858,0.989,0.883,0.946,0.928,0.985,0.861,0.978,0.997,0.967,0.9391999840736389,0.0,0.9598333239555359
49,49.0,0.877,0.991,0.926,0.962,0.885,0.99,0.859,0.987,0.997,0.952,0.9425999522209167,0.0,0.961899995803833
