,epoch,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,average,valid_acc,train_acc
27,27.0,0.901,0.915,0.716,0.658,0.883,0.824,0.947,0.885,0.888,0.964,0.8580999970436096,0.0,0.9546399712562561
28,28.0,0.917,0.951,0.859,0.853,0.91,0.797,0.937,0.924,0.939,0.914,0.9000999927520752,0.0,0.9958999752998352
29,29.0,0.905,0.96,0.861,0.826,0.925,0.802,0.918,0.934,0.958,0.928,0.901699960231781,0.0,0.998479962348938
30,30.0,0.928,0.958,0.875,0.814,0.922,0.792,0.942,0.907,0.938,0.949,0.9024999737739563,0.0,0.9990399479866028
31,31.0,0.91,0.96,0.871,0.817,0.915,0.843,0.93,0.926,0.947,0.949,0.9067999720573425,0.0,0.9995599985122681
32,32.0,0.916,0.948,0.86,0.805,0.919,0.833,0.937,0.934,0.957,0.95,0.9059000015258789,0.0,0.9998399615287781
33,33.0,0.923,0.942,0.85,0.805,0.912,0.849,0.923,0.93,0.954,0.959,0.904699981212616,0.0,0.9999399781227112
34,34.0,0.893,0.953,0.842,0.8,0.929,0.849,0.936,0.928,0.953,0.96,0.9042999744415283,0.0,0.9999599456787109
35,35.0,0.91,0.956,0.865,0.837,0.913,0.825,0.938,0.95,0.957,0.953,0.9103999733924866,0.0,0.9999799728393555
36,36.0,0.922,0.957,0.873,0.82,0.921,0.828,0.946,0.936,0.956,0.953,0.9111999869346619,0.0,0.9999799728393555
37,37.0,0.929,0.947,0.874,0.851,0.923,0.759,0.938,0.928,0.951,0.956,0.9055999517440796,0.0,0.9998399615287781
38,38.0,0.923,0.953,0.857,0.806,0.931,0.852,0.942,0.934,0.95,0.954,0.9101999998092651,0.0,1.0
39,39.0,0.936,0.966,0.873,0.806,0.915,0.856,0.93,0.939,0.938,0.938,0.9096999764442444,0.0,1.0
40,40.0,0.915,0.959,0.873,0.818,0.925,0.848,0.944,0.929,0.951,0.951,0.911300003528595,0.0,1.0
41,41.0,0.921,0.958,0.861,0.832,0.933,0.824,0.951,0.941,0.955,0.955,0.913100004196167,0.0,1.0
42,42.0,0.914,0.953,0.888,0.814,0.928,0.858,0.939,0.931,0.955,0.958,0.9138000011444092,0.0,1.0
43,43.0,0.919,0.955,0.884,0.823,0.925,0.837,0.945,0.933,0.952,0.952,0.9124999642372131,0.0,1.0
44,44.0,0.926,0.958,0.869,0.823,0.919,0.839,0.945,0.933,0.956,0.954,0.9121999740600586,0.0,1.0
45,45.0,0.926,0.956,0.881,0.82,0.936,0.838,0.927,0.935,0.951,0.95,0.9120000004768372,0.0,1.0
46,46.0,0.919,0.953,0.872,0.818,0.93,0.844,0.951,0.931,0.952,0.956,0.9125999808311462,0.0,1.0
47,47.0,0.925,0.958,0.881,0.826,0.935,0.834,0.935,0.933,0.947,0.95,0.91239994764328,0.0,1.0
48,48.0,0.928,0.956,0.877,0.822,0.927,0.844,0.94,0.934,0.945,0.957,0.9129999876022339,0.0,1.0
49,49.0,0.918,0.956,0.878,0.823,0.921,0.83,0.949,0.936,0.957,0.95,0.911799967288971,0.0,1.0
50,50.0,0.917,0.956,0.887,0.822,0.918,0.836,0.952,0.939,0.95,0.953,0.9129999876022339,0.0,1.0
51,51.0,0.925,0.951,0.881,0.831,0.925,0.834,0.937,0.941,0.953,0.959,0.9136999845504761,0.0,1.0
52,52.0,0.926,0.955,0.893,0.78,0.928,0.86,0.936,0.936,0.945,0.959,0.911799967288971,0.0,1.0
53,53.0,0.922,0.953,0.873,0.817,0.917,0.839,0.951,0.939,0.953,0.954,0.911799967288971,0.0,1.0
54,54.0,0.919,0.955,0.879,0.818,0.929,0.834,0.949,0.931,0.957,0.951,0.9121999740600586,0.0,1.0
55,55.0,0.933,0.954,0.869,0.819,0.933,0.84,0.942,0.942,0.949,0.953,0.9133999943733215,0.0,1.0
56,56.0,0.919,0.955,0.881,0.817,0.923,0.842,0.939,0.934,0.952,0.959,0.9120999574661255,0.0,1.0
57,57.0,0.922,0.957,0.878,0.821,0.921,0.845,0.944,0.944,0.949,0.955,0.913599967956543,0.0,1.0
58,58.0,0.925,0.957,0.88,0.803,0.921,0.842,0.951,0.939,0.947,0.958,0.9122999906539917,0.0,1.0
59,59.0,0.911,0.952,0.877,0.816,0.926,0.838,0.952,0.931,0.954,0.959,0.9115999937057495,0.0,1.0
60,60.0,0.922,0.958,0.88,0.812,0.931,0.839,0.941,0.942,0.952,0.954,0.913100004196167,0.0,1.0
61,61.0,0.921,0.947,0.877,0.817,0.928,0.836,0.937,0.941,0.953,0.965,0.9121999740600586,0.0,1.0
62,62.0,0.922,0.949,0.868,0.811,0.93,0.842,0.953,0.936,0.951,0.96,0.9121999740600586,0.0,1.0
63,63.0,0.913,0.96,0.876,0.811,0.924,0.843,0.947,0.942,0.955,0.954,0.9124999642372131,0.0,1.0
64,64.0,0.918,0.95,0.855,0.814,0.94,0.841,0.944,0.937,0.948,0.965,0.9111999869346619,0.0,1.0
65,65.0,0.915,0.96,0.867,0.813,0.932,0.838,0.952,0.943,0.95,0.956,0.9125999808311462,0.0,1.0
66,66.0,0.907,0.957,0.865,0.792,0.928,0.853,0.959,0.939,0.954,0.959,0.911300003528595,0.0,1.0
67,67.0,0.911,0.956,0.874,0.806,0.919,0.858,0.941,0.929,0.957,0.949,0.9099999666213989,0.0,1.0
68,68.0,0.922,0.953,0.888,0.824,0.93,0.83,0.943,0.935,0.95,0.957,0.9131999611854553,0.0,1.0
69,69.0,0.914,0.954,0.878,0.814,0.929,0.836,0.953,0.945,0.953,0.958,0.9133999943733215,0.0,1.0
70,70.0,0.911,0.953,0.884,0.827,0.927,0.83,0.948,0.936,0.951,0.958,0.9124999642372131,0.0,1.0
71,71.0,0.915,0.95,0.875,0.822,0.93,0.841,0.937,0.932,0.951,0.96,0.911300003528595,0.0,1.0
72,72.0,0.923,0.957,0.878,0.83,0.923,0.842,0.94,0.933,0.949,0.954,0.9128999710083008,0.0,1.0
73,73.0,0.912,0.95,0.876,0.811,0.915,0.848,0.945,0.934,0.954,0.957,0.9101999998092651,0.0,1.0
74,74.0,0.908,0.959,0.874,0.823,0.913,0.842,0.952,0.935,0.96,0.949,0.9114999771118164,0.0,1.0
75,75.0,0.908,0.958,0.879,0.816,0.923,0.845,0.949,0.932,0.941,0.962,0.911300003528595,0.0,1.0
76,76.0,0.919,0.951,0.885,0.824,0.924,0.841,0.952,0.932,0.949,0.95,0.9126999974250793,0.0,1.0
77,77.0,0.924,0.953,0.88,0.813,0.931,0.842,0.94,0.934,0.949,0.956,0.9121999740600586,0.0,1.0
78,78.0,0.909,0.955,0.886,0.79,0.934,0.85,0.949,0.935,0.952,0.959,0.911899983882904,0.0,1.0
79,79.0,0.916,0.951,0.866,0.812,0.925,0.845,0.945,0.941,0.953,0.956,0.9109999537467957,0.0,1.0
80,80.0,0.91,0.954,0.872,0.833,0.923,0.838,0.949,0.934,0.953,0.959,0.9124999642372131,0.0,1.0
81,81.0,0.917,0.952,0.862,0.811,0.928,0.839,0.95,0.942,0.954,0.955,0.9109999537467957,0.0,1.0
82,82.0,0.918,0.954,0.88,0.81,0.932,0.842,0.94,0.937,0.953,0.954,0.9120000004768372,0.0,1.0
83,83.0,0.915,0.955,0.865,0.822,0.928,0.84,0.95,0.934,0.953,0.955,0.9116999506950378,0.0,1.0
84,84.0,0.921,0.959,0.878,0.809,0.934,0.845,0.935,0.94,0.951,0.955,0.9126999974250793,0.0,1.0
85,85.0,0.921,0.958,0.876,0.825,0.913,0.822,0.955,0.945,0.95,0.955,0.9120000004768372,0.0,1.0
86,86.0,0.918,0.959,0.88,0.81,0.933,0.843,0.948,0.933,0.948,0.957,0.9128999710083008,0.0,1.0
87,87.0,0.915,0.954,0.871,0.826,0.929,0.838,0.947,0.943,0.956,0.954,0.9132999777793884,0.0,1.0
88,88.0,0.933,0.95,0.862,0.805,0.924,0.84,0.95,0.944,0.949,0.96,0.9116999506950378,0.0,1.0
89,89.0,0.912,0.951,0.877,0.793,0.932,0.85,0.954,0.934,0.954,0.961,0.911799967288971,0.0,1.0
90,90.0,0.928,0.952,0.876,0.787,0.934,0.852,0.959,0.937,0.952,0.951,0.9127999544143677,0.0,1.0
91,91.0,0.918,0.952,0.874,0.815,0.928,0.848,0.944,0.935,0.95,0.959,0.9122999906539917,0.0,1.0
92,92.0,0.929,0.957,0.867,0.802,0.929,0.849,0.953,0.937,0.947,0.955,0.9124999642372131,0.0,1.0
93,93.0,0.917,0.953,0.861,0.798,0.933,0.847,0.955,0.947,0.95,0.951,0.9111999869346619,0.0,1.0
94,94.0,0.931,0.952,0.875,0.803,0.936,0.847,0.944,0.94,0.948,0.957,0.9132999777793884,0.0,1.0
95,95.0,0.914,0.952,0.882,0.815,0.925,0.839,0.952,0.931,0.948,0.961,0.911899983882904,0.0,1.0
96,96.0,0.926,0.95,0.881,0.826,0.931,0.824,0.94,0.943,0.953,0.949,0.9122999906539917,0.0,1.0
97,97.0,0.911,0.953,0.87,0.812,0.927,0.849,0.954,0.939,0.951,0.959,0.9124999642372131,0.0,1.0
98,98.0,0.918,0.95,0.881,0.813,0.926,0.84,0.952,0.94,0.95,0.959,0.9128999710083008,0.0,1.0
99,99.0,0.926,0.958,0.874,0.825,0.91,0.837,0.95,0.941,0.945,0.955,0.9120999574661255,0.0,1.0
