,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,average,valid_acc,train_acc
23,23.0,0.854,0.992,0.931,0.922,0.91,0.995,0.761,0.978,0.989,0.954,0.9285999536514282,0.0,0.9471499919891357
24,24.0,0.852,0.962,0.899,0.974,0.878,0.946,0.788,0.993,0.991,0.957,0.9239999651908875,0.0,0.945983350276947
25,25.0,0.867,0.979,0.877,0.959,0.911,0.971,0.757,0.992,0.986,0.931,0.9229999780654907,0.0,0.944100022315979
26,26.0,0.901,0.852,0.934,0.842,0.814,0.496,0.741,0.992,0.905,0.853,0.8330000042915344,0.0,0.8384166955947876
27,27.0,0.904,0.981,0.907,0.848,0.772,0.908,0.811,0.979,0.986,0.953,0.9048999547958374,0.0,0.9280999898910522
28,28.0,0.864,0.982,0.94,0.932,0.916,0.984,0.801,0.977,0.986,0.968,0.9350000023841858,0.0,0.9677166938781738
29,29.0,0.783,0.989,0.835,0.91,0.889,0.99,0.924,0.98,0.991,0.959,0.9249999523162842,0.0,0.9571999907493591
30,30.0,0.894,0.989,0.904,0.874,0.86,0.968,0.823,0.97,0.995,0.966,0.924299955368042,0.0,0.9581166505813599
31,31.0,0.907,0.991,0.939,0.902,0.936,0.969,0.708,0.995,0.992,0.934,0.927299976348877,0.0,0.9629166722297668
32,32.0,0.909,0.988,0.935,0.952,0.856,0.984,0.736,0.99,0.995,0.938,0.9282999634742737,0.0,0.9664833545684814
33,33.0,0.893,0.991,0.919,0.943,0.903,0.988,0.831,0.982,0.993,0.964,0.9406999945640564,0.0,0.9872666597366333
34,34.0,0.896,0.986,0.895,0.934,0.928,0.983,0.836,0.981,0.993,0.967,0.9398999810218811,0.0,0.9894333481788635
35,35.0,0.9,0.988,0.906,0.935,0.951,0.967,0.791,0.988,0.99,0.96,0.9375999569892883,0.0,0.989050030708313
36,36.0,0.911,0.99,0.959,0.939,0.917,0.976,0.719,0.993,0.992,0.945,0.9340999722480774,0.0,0.9861833453178406
37,37.0,0.867,0.988,0.881,0.933,0.921,0.988,0.845,0.98,0.989,0.969,0.9361000061035156,0.0,0.9918000102043152
38,38.0,0.896,0.984,0.925,0.944,0.928,0.988,0.829,0.974,0.992,0.974,0.943399965763092,0.0,0.9982500076293945
39,39.0,0.878,0.988,0.915,0.952,0.929,0.989,0.847,0.981,0.993,0.969,0.9440999627113342,0.0,0.9989333152770996
40,40.0,0.897,0.994,0.916,0.95,0.937,0.992,0.825,0.98,0.992,0.969,0.9451999664306641,0.0,0.999666690826416
41,41.0,0.89,0.994,0.92,0.942,0.92,0.992,0.84,0.974,0.991,0.974,0.9436999559402466,0.0,0.9997333288192749
42,42.0,0.896,0.991,0.929,0.941,0.932,0.988,0.829,0.98,0.992,0.968,0.944599986076355,0.0,0.9997667074203491
43,43.0,0.903,0.991,0.938,0.954,0.926,0.988,0.823,0.977,0.993,0.968,0.9460999965667725,0.0,0.9999499917030334
44,44.0,0.899,0.99,0.926,0.947,0.925,0.989,0.829,0.98,0.993,0.97,0.9447999596595764,0.0,0.9999666810035706
45,45.0,0.901,0.991,0.934,0.954,0.924,0.991,0.82,0.981,0.993,0.97,0.9458999633789062,0.0,0.9999499917030334
46,46.0,0.902,0.992,0.93,0.952,0.931,0.984,0.819,0.983,0.993,0.966,0.9451999664306641,0.0,1.0
47,47.0,0.91,0.992,0.933,0.95,0.927,0.989,0.816,0.983,0.993,0.97,0.9462999701499939,0.0,1.0
48,48.0,0.904,0.991,0.929,0.949,0.937,0.987,0.82,0.984,0.993,0.965,0.9458999633789062,0.0,1.0
49,49.0,0.902,0.992,0.934,0.953,0.928,0.992,0.828,0.984,0.993,0.965,0.9470999836921692,0.0,1.0
