,epoch,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,train_acc
38,38.0,0.928,0.9432,0.9186,0.9426,0.9082,0.7792,0.9298,0.9032,0.944,0.8914,0.9088199734687805
39,39.0,0.8678,0.9014,0.911,0.8422,0.87,0.9282,0.8538,0.8906,0.9346,0.9576,0.8957200050354004
40,40.0,0.9248,0.9588,0.8514,0.8938,0.9352,0.8862,0.941,0.8518,0.885,0.8728,0.9000799655914307
41,41.0,0.9356,0.943,0.9422,0.8946,0.9458,0.9504,0.9452,0.9734,0.9592,0.9608,0.9450199604034424
42,42.0,0.9554,0.9572,0.9498,0.9482,0.959,0.9032,0.9476,0.9522,0.946,0.95,0.9468599557876587
43,43.0,0.9502,0.9592,0.9262,0.9592,0.9596,0.9246,0.9312,0.977,0.9514,0.9616,0.9500199556350708
44,44.0,0.909,0.9644,0.955,0.946,0.912,0.9496,0.909,0.959,0.9458,0.951,0.9400799870491028
45,45.0,0.9306,0.956,0.9572,0.9072,0.9552,0.9558,0.9346,0.9706,0.9642,0.9478,0.9479199647903442
46,46.0,0.9224,0.9722,0.9274,0.9304,0.9136,0.9542,0.964,0.9476,0.9534,0.9368,0.9422000050544739
47,47.0,0.9258,0.9582,0.9602,0.9222,0.9054,0.9486,0.963,0.9572,0.956,0.9738,0.9470399618148804
48,48.0,0.9602,0.9688,0.9674,0.969,0.9646,0.9782,0.9696,0.9778,0.9636,0.9674,0.9686599969863892
49,49.0,0.977,0.97,0.9656,0.9826,0.973,0.9578,0.966,0.9838,0.962,0.9754,0.9713199734687805
50,50.0,0.9722,0.9694,0.9806,0.9696,0.9756,0.9788,0.9796,0.9826,0.9756,0.9744,0.9758399724960327
51,51.0,0.9668,0.9806,0.9654,0.9756,0.9708,0.9782,0.9832,0.9854,0.9788,0.9612,0.9745999574661255
52,52.0,0.9704,0.9634,0.961,0.9778,0.9722,0.9822,0.9886,0.9822,0.9894,0.9682,0.9755399823188782
53,53.0,0.9782,0.9706,0.9786,0.9178,0.9714,0.993,0.9692,0.9876,0.9708,0.9792,0.9716399908065796
54,54.0,0.97,0.9794,0.9656,0.979,0.9698,0.9854,0.973,0.9844,0.9832,0.9714,0.9761199951171875
55,55.0,0.9664,0.982,0.9806,0.9606,0.9684,0.9892,0.9716,0.9778,0.965,0.9794,0.9740999937057495
56,56.0,0.9748,0.9784,0.9732,0.973,0.9684,0.9824,0.9728,0.9848,0.964,0.9662,0.973800003528595
57,57.0,0.959,0.9628,0.968,0.9842,0.9688,0.972,0.9656,0.9874,0.9826,0.97,0.9720399975776672
58,58.0,0.9762,0.9796,0.982,0.9914,0.9742,0.9732,0.9744,0.9766,0.9664,0.979,0.9772999882698059
59,59.0,0.9836,0.9836,0.9916,0.9954,0.9886,0.9828,0.9842,0.9864,0.9804,0.9842,0.9860799908638
60,60.0,0.9888,0.9848,0.985,0.9914,0.9866,0.9944,0.9862,0.9904,0.9844,0.9882,0.9880200028419495
61,61.0,0.9884,0.9872,0.9908,0.9876,0.9876,0.9924,0.9902,0.9924,0.9854,0.9878,0.9889799952507019
62,62.0,0.9882,0.9832,0.9942,0.9948,0.9906,0.9898,0.9906,0.9918,0.9904,0.9872,0.9900799989700317
63,63.0,0.9874,0.9912,0.9936,0.9904,0.9926,0.994,0.9832,0.9924,0.9912,0.9794,0.9895399808883667
64,64.0,0.9914,0.9884,0.9924,0.9966,0.9894,0.9896,0.9906,0.9936,0.9826,0.9766,0.9891199469566345
65,65.0,0.9918,0.9896,0.9922,0.996,0.9912,0.9946,0.989,0.994,0.9912,0.9862,0.9915799498558044
66,66.0,0.9904,0.9878,0.9948,0.9934,0.995,0.997,0.9926,0.9954,0.9926,0.9892,0.9928199648857117
67,67.0,0.9938,0.9864,0.9924,0.999,0.9936,0.9946,0.9934,0.9954,0.9912,0.9934,0.9933199882507324
68,68.0,0.9924,0.9886,0.9952,0.9972,0.994,0.9946,0.9936,0.9974,0.9938,0.9884,0.9935199618339539
69,69.0,0.9922,0.9932,0.9964,0.9938,0.9972,0.9964,0.9934,0.9948,0.9914,0.9828,0.9931599497795105
70,70.0,0.9912,0.9922,0.9952,0.9978,0.9962,0.9956,0.9912,0.9946,0.9914,0.9902,0.9935599565505981
71,71.0,0.994,0.9918,0.9958,0.9982,0.9926,0.9964,0.9932,0.9944,0.992,0.9904,0.9938799738883972
72,72.0,0.9914,0.9902,0.9962,0.9966,0.9954,0.995,0.9956,0.9944,0.9878,0.9874,0.9929999709129333
73,73.0,0.997,0.9882,0.993,0.9972,0.9976,0.9968,0.9948,0.9934,0.99,0.9912,0.9939199686050415
74,74.0,0.9942,0.991,0.996,0.9966,0.9954,0.9954,0.9928,0.9966,0.9932,0.9924,0.9943599700927734
75,75.0,0.9926,0.992,0.9964,0.997,0.9936,0.9982,0.992,0.9966,0.9948,0.9928,0.9945999979972839
76,76.0,0.9966,0.995,0.995,0.9968,0.9952,0.9972,0.9914,0.9966,0.9928,0.9918,0.9948399662971497
77,77.0,0.9972,0.992,0.9954,0.995,0.9972,0.9974,0.9912,0.9972,0.993,0.9944,0.9949999451637268
78,78.0,0.9948,0.9946,0.9952,0.9988,0.9952,0.9942,0.997,0.998,0.9932,0.9908,0.9951799511909485
79,79.0,0.9958,0.9932,0.9952,0.995,0.9942,0.9976,0.9952,0.9974,0.9976,0.9958,0.9957000017166138
80,80.0,0.9948,0.993,0.9958,0.9968,0.9958,0.9966,0.995,0.998,0.9948,0.9884,0.9948999881744385
81,81.0,0.9942,0.9928,0.9968,0.9966,0.9958,0.9978,0.9958,0.9946,0.994,0.9966,0.9954999685287476
82,82.0,0.994,0.9932,0.9944,0.9976,0.995,0.9948,0.9958,0.9956,0.9952,0.9932,0.994879961013794
83,83.0,0.997,0.9936,0.9972,0.9974,0.9982,0.9958,0.9948,0.997,0.9946,0.9938,0.9959399700164795
84,84.0,0.996,0.9948,0.9962,0.9966,0.995,0.9984,0.9966,0.9978,0.9934,0.9946,0.9959399700164795
85,85.0,0.9966,0.992,0.9968,0.9978,0.9968,0.9952,0.9954,0.9974,0.9916,0.9916,0.9951199889183044
86,86.0,0.9958,0.9934,0.9966,0.995,0.9962,0.997,0.997,0.9978,0.9952,0.9952,0.9959200024604797
87,87.0,0.997,0.9958,0.9958,0.9974,0.9976,0.9986,0.9956,0.9958,0.9938,0.9892,0.9956599473953247
88,88.0,0.9942,0.9962,0.9954,0.9982,0.9946,0.9968,0.997,0.9978,0.9952,0.9966,0.9961999654769897
89,89.0,0.9974,0.9942,0.9964,0.997,0.9966,0.9986,0.996,0.9972,0.9964,0.997,0.996679961681366
90,90.0,0.996,0.9964,0.9968,0.9936,0.9962,0.9988,0.9962,0.995,0.9948,0.9934,0.9957199692726135
91,91.0,0.9956,0.9916,0.998,0.9982,0.9956,0.996,0.9952,0.9978,0.9978,0.9958,0.9961599707603455
92,92.0,0.9964,0.9934,0.9968,0.999,0.9962,0.9944,0.998,0.9968,0.9938,0.9962,0.9960999488830566
93,93.0,0.9962,0.995,0.999,0.9978,0.9962,0.996,0.9968,0.996,0.9982,0.9908,0.9961999654769897
94,94.0,0.9978,0.9958,0.9966,0.999,0.9956,0.995,0.998,0.9974,0.9958,0.9938,0.9964799880981445
95,95.0,0.9958,0.9964,0.9972,0.9986,0.9956,0.9962,0.9964,0.9966,0.997,0.994,0.9963799715042114
96,96.0,0.9966,0.9952,0.9978,0.9984,0.9964,0.9986,0.9986,0.995,0.9946,0.9964,0.9967599511146545
97,97.0,0.9966,0.9954,0.9976,0.9976,0.9978,0.9928,0.9986,0.9952,0.9972,0.994,0.9962799549102783
98,98.0,0.996,0.9934,0.9974,0.9986,0.9978,0.9964,0.9968,0.9974,0.9952,0.9956,0.9964599609375
99,99.0,0.9944,0.9938,0.9972,0.9982,0.995,0.997,0.996,0.9978,0.998,0.997,0.9964399933815002
