,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,train_acc
0,0.0,0.8351666666666666,0.0,0.33216666666666667,0.001,0.354,0.007166666666666667,0.29683333333333334,0.012833333333333334,0.62,0.10683333333333334,0.2565999925136566
1,1.0,0.003,0.0003333333333333333,0.9136666666666666,0.0005,0.0,0.0,0.014166666666666666,0.0,0.5606666666666666,0.0,0.14923334121704102
2,2.0,0.847,0.3175,0.7036666666666667,0.791,0.0665,0.871,0.2765,0.9226666666666666,0.9773333333333334,0.9393333333333334,0.6712499856948853
3,3.0,0.2673333333333333,0.47933333333333333,0.44066666666666665,0.8298333333333333,0.9565,0.8723333333333333,0.6408333333333334,0.9966666666666667,0.9513333333333334,0.6778333333333333,0.7112666964530945
4,4.0,0.6963333333333334,0.984,0.7765,0.8313333333333334,0.6593333333333333,0.6135,0.855,0.2465,0.897,0.9378333333333333,0.7497333288192749
5,5.0,0.0,0.313,0.4115,0.191,0.1535,0.0,0.7206666666666667,0.0,0.9305,0.0,0.2720166742801666
6,6.0,0.9325,0.9895,0.6866666666666666,0.875,0.8241666666666667,0.988,0.5725,0.9261666666666667,0.9361666666666667,0.918,0.8648666739463806
7,7.0,0.8861666666666667,0.984,0.7411666666666666,0.7496666666666667,0.8195,0.9886666666666667,0.7408333333333333,0.8135,0.9855,0.8535,0.856249988079071
8,8.0,0.7261666666666666,0.941,0.22233333333333333,0.8926666666666667,0.8883333333333333,0.983,0.8293333333333334,0.9501666666666667,0.953,0.937,0.8323000073432922
9,9.0,0.8806666666666667,0.9693333333333334,0.9315,0.9275,0.6583333333333333,0.973,0.6586666666666666,0.9848333333333333,0.965,0.8638333333333333,0.8812666535377502
10,10.0,0.7406666666666667,0.9355,0.7018333333333333,0.8398333333333333,0.6186666666666667,0.5673333333333334,0.8873333333333333,0.9843333333333333,0.9413333333333334,0.8005,0.8017333149909973
11,11.0,0.6986666666666667,0.9761666666666666,0.2851666666666667,0.7361666666666666,0.9625,0.8241666666666667,0.633,0.9248333333333333,0.9831666666666666,0.9515,0.7975333333015442
12,12.0,0.8901666666666667,0.979,0.9048333333333334,0.8073333333333333,0.8683333333333333,0.9963333333333333,0.6061666666666666,0.7876666666666666,0.9385,0.9418333333333333,0.8720166683197021
13,13.0,0.7571666666666667,0.9806666666666667,0.8365,0.858,0.8965,0.9768333333333333,0.8016666666666666,0.8151666666666667,0.9745,0.9866666666666667,0.88836669921875
14,14.0,0.9285,0.9331666666666667,0.943,0.897,0.8063333333333333,0.6085,0.45616666666666666,0.999,0.9671666666666666,0.7635,0.8302333354949951
15,15.0,0.573,0.9928333333333333,0.8358333333333333,0.7963333333333333,0.8715,0.966,0.8746666666666667,0.9763333333333334,0.9618333333333333,0.8988333333333334,0.8747166991233826
16,16.0,0.47433333333333333,0.19633333333333333,0.8671666666666666,0.7945,0.4698333333333333,0.365,0.9031666666666667,0.0705,0.9711666666666666,0.3438333333333333,0.5455833673477173
17,17.0,0.8878333333333334,0.9631666666666666,0.9816666666666667,0.8795,0.221,0.9365,0.39316666666666666,0.9525,0.9596666666666667,0.9685,0.8143500089645386
18,18.0,0.8708333333333333,0.9755,0.9255,0.8715,0.7276666666666667,0.9801666666666666,0.8166666666666667,0.979,0.985,0.9473333333333334,0.9079166650772095
19,19.0,0.8388333333333333,0.9716666666666667,0.7323333333333333,0.8635,0.9246666666666666,0.9906666666666667,0.8526666666666667,0.9253333333333333,0.9955,0.9465,0.9041666984558105
20,20.0,0.9405,0.9893333333333333,0.8948333333333334,0.7413333333333333,0.899,0.9813333333333333,0.7641666666666667,0.9771666666666666,0.9773333333333334,0.9006666666666666,0.9065666794776917
21,21.0,0.903,0.9888333333333333,0.9493333333333334,0.854,0.8893333333333333,0.9903333333333333,0.4995,0.885,0.9786666666666667,0.9483333333333334,0.8886333703994751
22,22.0,0.712,0.9615,0.7813333333333333,0.9225,0.911,0.79,0.9111666666666667,0.9923333333333333,0.9473333333333334,0.9281666666666667,0.8857333660125732
