,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,train_acc
0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10000000149011612
1,1.0,0.0,0.0,0.9908333333333333,0.0,0.0,0.0,0.00016666666666666666,0.0,0.4165,0.0,0.1407500058412552
2,2.0,0.0,0.0,0.068,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.10680000483989716
3,3.0,0.5255,0.4668333333333333,0.7858333333333334,0.1255,0.1255,0.014833333333333334,0.3526666666666667,0.00016666666666666666,0.9985,0.2025,0.3597833514213562
4,4.0,0.6098333333333333,0.865,0.5416666666666666,0.20016666666666666,0.091,0.8731666666666666,0.4091666666666667,0.4703333333333333,0.7406666666666667,0.9763333333333334,0.5777333378791809
5,5.0,0.16216666666666665,0.0825,0.9075,0.0125,0.3873333333333333,0.0,0.4776666666666667,0.5321666666666667,0.9588333333333333,0.14883333333333335,0.36695000529289246
6,6.0,0.8841666666666667,0.9776666666666667,0.8868333333333334,0.9341666666666667,0.6165,0.06633333333333333,0.6941666666666667,0.9993333333333333,0.6698333333333333,0.43066666666666664,0.7159667015075684
7,7.0,0.8446666666666667,0.9848333333333333,0.7555,0.925,0.9066666666666666,0.9946666666666667,0.711,0.8388333333333333,0.9825,0.9501666666666667,0.8893833160400391
8,8.0,0.8973333333333333,0.986,0.797,0.8916666666666667,0.8823333333333333,0.9513333333333334,0.7621666666666667,0.9818333333333333,0.9648333333333333,0.956,0.9070500135421753
9,9.0,0.9211666666666667,0.9675,0.9403333333333334,0.9418333333333333,0.374,0.9338333333333333,0.665,0.9891666666666666,0.9816666666666667,0.9148333333333334,0.862933337688446
10,10.0,0.924,0.9373333333333334,0.7906666666666666,0.9203333333333333,0.7261666666666666,0.9338333333333333,0.7148333333333333,0.9925,0.9581666666666667,0.9281666666666667,0.8826000094413757
11,11.0,0.829,0.019333333333333334,0.6546666666666666,0.5581666666666667,0.208,0.0,0.7535,0.0,0.8195,0.048666666666666664,0.3890833258628845
12,12.0,0.8198333333333333,0.09183333333333334,0.9175,0.44733333333333336,0.15516666666666667,0.004333333333333333,0.7023333333333334,0.19016666666666668,0.8126666666666666,0.041833333333333333,0.41830000281333923
13,13.0,0.9086666666666666,0.9908333333333333,0.9136666666666666,0.9618333333333333,0.8596666666666667,0.9925,0.6806666666666666,0.9293333333333333,0.9871666666666666,0.9798333333333333,0.9204166531562805
14,14.0,0.9208333333333333,0.9826666666666667,0.897,0.9253333333333333,0.7896666666666666,0.686,0.692,0.9976666666666667,0.9748333333333333,0.899,0.8765000104904175
15,15.0,0.7878333333333334,0.993,0.8695,0.9206666666666666,0.9261666666666667,0.997,0.8616666666666667,0.9616666666666667,0.9878333333333333,0.946,0.9251333475112915
16,16.0,0.8746666666666667,0.9928333333333333,0.9191666666666667,0.9545,0.7841666666666667,0.9991666666666666,0.8553333333333333,0.8916666666666667,0.9821666666666666,0.9135,0.9167166948318481
17,17.0,0.8263333333333334,0.9801666666666666,0.9741666666666666,0.9545,0.6383333333333333,0.9915,0.7071666666666667,0.9788333333333333,0.9868333333333333,0.9268333333333333,0.8964666724205017
18,18.0,0.8861666666666667,0.9846666666666667,0.9121666666666667,0.9641666666666666,0.8908333333333334,0.9815,0.793,0.9846666666666667,0.9928333333333333,0.9481666666666667,0.93381667137146
19,19.0,0.5536666666666666,0.186,0.7406666666666667,0.5918333333333333,0.5906666666666667,0.12266666666666666,0.9545,0.9956666666666667,0.6661666666666667,0.6101666666666666,0.6011999845504761
20,20.0,0.9146666666666666,0.9831666666666666,0.8616666666666667,0.9261666666666667,0.8763333333333333,0.984,0.8643333333333333,0.9835,0.9916666666666667,0.9523333333333334,0.9337833523750305
21,21.0,0.8558333333333333,0.9858333333333333,0.909,0.9156666666666666,0.9703333333333334,0.9658333333333333,0.4915,0.993,0.9935,0.9423333333333334,0.9022833704948425
22,22.0,0.9266666666666666,0.9983333333333333,0.94,0.9161666666666667,0.8021666666666667,0.9711666666666666,0.7911666666666667,0.989,0.991,0.968,0.9293666481971741
23,23.0,0.8898333333333334,0.9965,0.9431666666666667,0.9438333333333333,0.9303333333333333,0.997,0.8336666666666667,0.9836666666666667,0.9973333333333333,0.9561666666666667,0.9471499919891357
24,24.0,0.8778333333333334,0.9728333333333333,0.9255,0.9868333333333333,0.9066666666666666,0.9698333333333333,0.871,0.9923333333333333,0.9965,0.9605,0.945983350276947
25,25.0,0.8986666666666666,0.991,0.8886666666666667,0.9743333333333334,0.938,0.9873333333333333,0.8208333333333333,0.9933333333333333,0.9921666666666666,0.9566666666666667,0.944100022315979
26,26.0,0.9291666666666667,0.8521666666666666,0.9515,0.8585,0.8066666666666666,0.44716666666666666,0.79,0.9963333333333333,0.9218333333333333,0.8308333333333333,0.8384166955947876
27,27.0,0.9276666666666666,0.9891666666666666,0.9355,0.8891666666666667,0.7938333333333333,0.9393333333333334,0.8656666666666667,0.987,0.9908333333333333,0.9628333333333333,0.9280999898910522
28,28.0,0.9221666666666667,0.9961666666666666,0.9718333333333333,0.958,0.9596666666666667,0.9948333333333333,0.9065,0.9898333333333333,0.9936666666666667,0.9845,0.9677166938781738
29,29.0,0.837,0.9978333333333333,0.885,0.9598333333333333,0.9426666666666667,0.999,0.9791666666666666,0.9891666666666666,0.9975,0.9848333333333333,0.9571999907493591
30,30.0,0.9421666666666667,0.9956666666666667,0.9553333333333334,0.9286666666666666,0.9061666666666667,0.9813333333333333,0.9143333333333333,0.9728333333333333,0.998,0.9866666666666667,0.9581166505813599
31,31.0,0.9601666666666666,0.9993333333333333,0.973,0.938,0.9716666666666667,0.9885,0.8468333333333333,0.9986666666666667,0.9981666666666666,0.9548333333333333,0.9629166722297668
32,32.0,0.9698333333333333,0.997,0.9703333333333334,0.988,0.9203333333333333,0.9928333333333333,0.8605,0.9975,0.9988333333333334,0.9696666666666667,0.9664833545684814
33,33.0,0.9686666666666667,0.9995,0.986,0.993,0.9748333333333333,0.999,0.962,0.9948333333333333,0.9995,0.9953333333333333,0.9872666597366333
34,34.0,0.9833333333333333,0.9985,0.9693333333333334,0.989,0.9876666666666667,0.9993333333333333,0.9765,0.995,0.9995,0.9961666666666666,0.9894333481788635
35,35.0,0.9815,0.9991666666666666,0.9808333333333333,0.9901666666666666,0.9938333333333333,0.9915,0.9665,0.9988333333333334,0.9995,0.9886666666666667,0.989050030708313
36,36.0,0.9863333333333333,0.9996666666666667,0.9968333333333333,0.9913333333333333,0.9861666666666666,0.9971666666666666,0.921,0.9996666666666667,0.9998333333333334,0.9838333333333333,0.9861833453178406
