,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,average,valid_acc,train_acc
26,26.0,0.889,0.972,0.92,0.977,0.601,0.985,0.582,0.959,0.968,0.968,0.882099986076355,0.0,0.8933333158493042
27,27.0,0.893,0.969,0.773,0.821,0.842,0.424,0.828,0.967,0.882,0.958,0.8356999754905701,0.0,0.8529000282287598
28,28.0,0.863,0.974,0.895,0.933,0.922,0.978,0.779,0.978,0.972,0.967,0.926099956035614,0.0,0.9571000337600708
29,29.0,0.745,0.983,0.717,0.937,0.798,0.995,0.925,0.965,0.962,0.937,0.896399974822998,0.0,0.9166833162307739
30,30.0,0.898,0.985,0.908,0.902,0.908,0.981,0.76,0.974,0.977,0.968,0.926099956035614,0.0,0.9585666656494141
31,31.0,0.855,0.993,0.89,0.923,0.937,0.991,0.824,0.984,0.979,0.947,0.9322999715805054,0.0,0.9603000283241272
32,32.0,0.888,0.981,0.825,0.898,0.922,0.619,0.788,0.976,0.932,0.963,0.8791999816894531,0.0,0.9173499941825867
33,33.0,0.895,0.976,0.943,0.922,0.828,0.989,0.756,0.984,0.988,0.958,0.9238999485969543,0.0,0.9544500112533569
34,34.0,0.904,0.971,0.892,0.921,0.849,0.986,0.775,0.835,0.942,0.978,0.905299961566925,0.0,0.9351000189781189
35,35.0,0.882,0.983,0.836,0.917,0.936,0.99,0.784,0.957,0.987,0.976,0.9247999787330627,0.0,0.9623833298683167
36,36.0,0.897,0.989,0.925,0.93,0.926,0.982,0.788,0.986,0.99,0.949,0.936199963092804,0.0,0.9820666909217834
37,37.0,0.887,0.985,0.878,0.941,0.93,0.975,0.841,0.983,0.984,0.956,0.9359999895095825,0.0,0.9812000393867493
38,38.0,0.91,0.985,0.925,0.942,0.929,0.989,0.739,0.965,0.99,0.972,0.9345999956130981,0.0,0.9830666780471802
39,39.0,0.89,0.977,0.871,0.946,0.915,0.986,0.789,0.974,0.99,0.972,0.9309999942779541,0.0,0.9807167053222656
40,40.0,0.885,0.985,0.894,0.904,0.939,0.987,0.783,0.983,0.985,0.957,0.9301999807357788,0.0,0.982450008392334
41,41.0,0.931,0.989,0.924,0.945,0.92,0.991,0.778,0.98,0.983,0.961,0.9401999711990356,0.0,0.9957666993141174
42,42.0,0.912,0.986,0.929,0.935,0.934,0.984,0.794,0.983,0.993,0.968,0.9417999982833862,0.0,0.9978333711624146
43,43.0,0.908,0.984,0.921,0.95,0.936,0.981,0.806,0.988,0.989,0.958,0.9420999884605408,0.0,0.9978500008583069
44,44.0,0.919,0.988,0.913,0.944,0.928,0.988,0.801,0.972,0.992,0.973,0.9417999982833862,0.0,0.9989166855812073
45,45.0,0.901,0.987,0.919,0.942,0.913,0.991,0.829,0.987,0.99,0.947,0.9405999779701233,0.0,0.9988166689872742
46,46.0,0.906,0.987,0.928,0.941,0.924,0.98,0.812,0.974,0.99,0.972,0.9413999915122986,0.0,0.9995166659355164
47,47.0,0.918,0.988,0.921,0.946,0.926,0.989,0.8,0.98,0.993,0.963,0.9423999786376953,0.0,0.9998166561126709
48,48.0,0.914,0.987,0.916,0.946,0.934,0.991,0.803,0.981,0.991,0.963,0.9425999522209167,0.0,0.999916672706604
49,49.0,0.913,0.986,0.915,0.951,0.927,0.991,0.81,0.981,0.993,0.963,0.9429999589920044,0.0,0.9999333620071411
