,epoch,airplane,automobile,bird,cat,deer,dog,frog,horse,ship,truck,average,valid_acc,train_acc
17,17.0,0.701,0.907,0.621,0.788,0.816,0.705,0.807,0.923,0.952,0.869,0.808899998664856,0.0,0.8472599983215332
18,18.0,0.874,0.966,0.819,0.611,0.774,0.789,0.826,0.676,0.817,0.762,0.7913999557495117,0.0,0.8287000060081482
19,19.0,0.529,0.738,0.618,0.851,0.713,0.763,0.662,0.881,0.871,0.944,0.7569999694824219,0.0,0.7851999998092651
20,20.0,0.74,0.896,0.658,0.572,0.659,0.922,0.665,0.717,0.875,0.917,0.7620999813079834,0.0,0.7988599538803101
21,21.0,0.795,0.789,0.898,0.764,0.763,0.619,0.68,0.778,0.894,0.844,0.7823999524116516,0.0,0.8150999546051025
22,22.0,0.849,0.846,0.848,0.655,0.921,0.831,0.884,0.795,0.887,0.908,0.8423999547958374,0.0,0.9004799723625183
23,23.0,0.875,0.87,0.872,0.836,0.892,0.689,0.741,0.844,0.842,0.92,0.8380999565124512,0.0,0.8914999961853027
24,24.0,0.814,0.906,0.788,0.834,0.855,0.788,0.717,0.774,0.908,0.835,0.821899950504303,0.0,0.8855999708175659
25,25.0,0.94,0.913,0.643,0.71,0.711,0.744,0.933,0.872,0.892,0.923,0.8280999660491943,0.0,0.8888799548149109
26,26.0,0.902,0.917,0.83,0.715,0.842,0.885,0.752,0.866,0.735,0.88,0.8323999643325806,0.0,0.8906599879264832
27,27.0,0.875,0.947,0.875,0.78,0.861,0.793,0.954,0.911,0.915,0.914,0.8824999928474426,0.0,0.9651999473571777
28,28.0,0.895,0.889,0.815,0.805,0.896,0.872,0.9,0.822,0.937,0.934,0.8764999508857727,0.0,0.9660599827766418
29,29.0,0.875,0.783,0.851,0.775,0.88,0.887,0.853,0.898,0.923,0.968,0.8693000078201294,0.0,0.9523800015449524
30,30.0,0.876,0.876,0.803,0.688,0.907,0.835,0.886,0.914,0.891,0.964,0.8639999628067017,0.0,0.9507799744606018
31,31.0,0.887,0.937,0.806,0.834,0.843,0.83,0.937,0.916,0.896,0.912,0.8797999620437622,0.0,0.9664799571037292
32,32.0,0.888,0.954,0.857,0.849,0.902,0.843,0.925,0.906,0.94,0.925,0.8988999724388123,0.0,0.9937399625778198
33,33.0,0.894,0.948,0.874,0.809,0.908,0.876,0.948,0.946,0.938,0.945,0.9085999727249146,0.0,0.9976999759674072
34,34.0,0.888,0.938,0.861,0.808,0.908,0.891,0.939,0.932,0.946,0.941,0.9052000045776367,0.0,0.9987799525260925
35,35.0,0.893,0.937,0.869,0.866,0.917,0.83,0.936,0.941,0.949,0.94,0.9077999591827393,0.0,0.9991999864578247
36,36.0,0.896,0.944,0.886,0.856,0.923,0.832,0.95,0.927,0.95,0.944,0.9107999801635742,0.0,0.9995999932289124
37,37.0,0.916,0.936,0.874,0.842,0.91,0.876,0.935,0.93,0.951,0.946,0.9115999937057495,0.0,0.9997400045394897
38,38.0,0.91,0.947,0.869,0.832,0.943,0.857,0.925,0.937,0.942,0.946,0.9107999801635742,0.0,0.9999199509620667
39,39.0,0.915,0.969,0.88,0.84,0.921,0.864,0.942,0.937,0.926,0.922,0.9115999937057495,0.0,0.9998399615287781
40,40.0,0.91,0.952,0.874,0.838,0.924,0.872,0.943,0.94,0.944,0.933,0.9129999876022339,0.0,0.9999799728393555
41,41.0,0.905,0.946,0.838,0.851,0.93,0.861,0.957,0.929,0.955,0.951,0.9122999906539917,0.0,0.9999399781227112
42,42.0,0.914,0.946,0.882,0.823,0.94,0.891,0.929,0.933,0.929,0.941,0.9127999544143677,0.0,1.0
43,43.0,0.888,0.941,0.89,0.857,0.908,0.856,0.94,0.939,0.954,0.949,0.9121999740600586,0.0,1.0
44,44.0,0.908,0.954,0.881,0.858,0.917,0.861,0.954,0.905,0.941,0.936,0.9114999771118164,0.0,0.9999799728393555
45,45.0,0.917,0.951,0.879,0.833,0.929,0.88,0.932,0.934,0.947,0.929,0.913100004196167,0.0,1.0
46,46.0,0.909,0.949,0.879,0.837,0.921,0.885,0.954,0.938,0.945,0.948,0.9164999723434448,0.0,1.0
47,47.0,0.91,0.952,0.887,0.844,0.935,0.873,0.944,0.936,0.943,0.925,0.914900004863739,0.0,1.0
48,48.0,0.927,0.945,0.881,0.843,0.924,0.874,0.944,0.936,0.944,0.951,0.9168999791145325,0.0,1.0
49,49.0,0.914,0.946,0.883,0.844,0.929,0.868,0.954,0.934,0.953,0.937,0.9161999821662903,0.0,1.0
50,50.0,0.902,0.947,0.915,0.84,0.913,0.866,0.947,0.939,0.941,0.937,0.9146999716758728,0.0,1.0
51,51.0,0.92,0.945,0.887,0.858,0.915,0.855,0.942,0.935,0.95,0.954,0.9160999655723572,0.0,1.0
52,52.0,0.92,0.948,0.895,0.811,0.926,0.89,0.942,0.936,0.937,0.949,0.915399968624115,0.0,1.0
53,53.0,0.912,0.954,0.866,0.839,0.92,0.878,0.958,0.937,0.946,0.94,0.9149999618530273,0.0,1.0
54,54.0,0.924,0.949,0.887,0.847,0.924,0.864,0.952,0.931,0.947,0.936,0.9160999655723572,0.0,1.0
55,55.0,0.928,0.953,0.879,0.846,0.924,0.864,0.947,0.939,0.94,0.94,0.9159999489784241,0.0,1.0
56,56.0,0.92,0.952,0.882,0.841,0.918,0.875,0.943,0.929,0.942,0.946,0.9147999882698059,0.0,1.0
57,57.0,0.915,0.953,0.874,0.843,0.914,0.871,0.944,0.945,0.943,0.941,0.9142999649047852,0.0,1.0
58,58.0,0.923,0.953,0.881,0.833,0.917,0.874,0.956,0.94,0.941,0.941,0.9158999919891357,0.0,1.0
59,59.0,0.905,0.946,0.888,0.85,0.92,0.868,0.954,0.93,0.947,0.951,0.9158999919891357,0.0,1.0
60,60.0,0.921,0.948,0.89,0.837,0.927,0.87,0.944,0.938,0.944,0.941,0.9159999489784241,0.0,1.0
61,61.0,0.913,0.948,0.884,0.846,0.918,0.871,0.945,0.936,0.94,0.953,0.915399968624115,0.0,1.0
62,62.0,0.919,0.946,0.873,0.839,0.929,0.877,0.953,0.934,0.945,0.948,0.9162999987602234,0.0,1.0
63,63.0,0.912,0.954,0.879,0.84,0.921,0.876,0.947,0.939,0.946,0.933,0.9146999716758728,0.0,1.0
64,64.0,0.917,0.955,0.864,0.847,0.93,0.87,0.95,0.937,0.941,0.947,0.9157999753952026,0.0,1.0
65,65.0,0.918,0.952,0.884,0.84,0.931,0.869,0.954,0.942,0.944,0.937,0.9170999526977539,0.0,1.0
66,66.0,0.909,0.952,0.862,0.83,0.931,0.883,0.958,0.938,0.948,0.941,0.9151999950408936,0.0,1.0
67,67.0,0.911,0.953,0.873,0.837,0.917,0.891,0.948,0.928,0.949,0.931,0.9138000011444092,0.0,1.0
68,68.0,0.913,0.953,0.891,0.848,0.929,0.865,0.945,0.93,0.939,0.947,0.9159999489784241,0.0,1.0
69,69.0,0.911,0.949,0.885,0.841,0.926,0.87,0.956,0.938,0.944,0.937,0.9156999588012695,0.0,1.0
70,70.0,0.916,0.951,0.886,0.85,0.925,0.864,0.952,0.93,0.944,0.948,0.9165999889373779,0.0,1.0
71,71.0,0.917,0.949,0.889,0.839,0.93,0.875,0.943,0.929,0.945,0.95,0.9165999889373779,0.0,1.0
72,72.0,0.921,0.956,0.881,0.86,0.924,0.873,0.944,0.929,0.941,0.937,0.9165999889373779,0.0,1.0
73,73.0,0.915,0.947,0.88,0.841,0.92,0.88,0.951,0.933,0.948,0.944,0.9158999919891357,0.0,1.0
74,74.0,0.907,0.954,0.883,0.844,0.912,0.872,0.953,0.932,0.95,0.925,0.9131999611854553,0.0,1.0
75,75.0,0.906,0.953,0.891,0.848,0.927,0.873,0.953,0.928,0.934,0.955,0.9167999625205994,0.0,1.0
76,76.0,0.912,0.951,0.9,0.846,0.923,0.875,0.954,0.924,0.942,0.937,0.9163999557495117,0.0,1.0
77,77.0,0.915,0.95,0.897,0.846,0.926,0.864,0.953,0.932,0.947,0.936,0.9165999889373779,0.0,1.0
78,78.0,0.899,0.951,0.894,0.828,0.927,0.881,0.954,0.926,0.943,0.948,0.9150999784469604,0.0,1.0
79,79.0,0.92,0.947,0.874,0.843,0.924,0.876,0.948,0.938,0.947,0.943,0.9159999489784241,0.0,1.0
80,80.0,0.906,0.949,0.887,0.854,0.924,0.87,0.955,0.932,0.949,0.941,0.916700005531311,0.0,1.0
81,81.0,0.918,0.953,0.877,0.843,0.926,0.874,0.953,0.936,0.947,0.934,0.9160999655723572,0.0,1.0
82,82.0,0.915,0.956,0.891,0.84,0.934,0.87,0.947,0.929,0.945,0.928,0.9154999852180481,0.0,1.0
83,83.0,0.909,0.948,0.869,0.852,0.928,0.874,0.952,0.931,0.952,0.941,0.9156000018119812,0.0,1.0
84,84.0,0.923,0.954,0.886,0.84,0.927,0.871,0.942,0.936,0.941,0.943,0.9162999987602234,0.0,1.0
85,85.0,0.927,0.948,0.886,0.856,0.918,0.859,0.958,0.94,0.947,0.939,0.9177999496459961,0.0,1.0
86,86.0,0.918,0.957,0.882,0.84,0.93,0.878,0.944,0.929,0.944,0.936,0.9157999753952026,0.0,1.0
87,87.0,0.913,0.95,0.867,0.847,0.933,0.873,0.949,0.933,0.953,0.931,0.914900004863739,0.0,1.0
88,88.0,0.931,0.953,0.863,0.837,0.929,0.876,0.953,0.941,0.942,0.944,0.9168999791145325,0.0,1.0
89,89.0,0.911,0.952,0.886,0.836,0.937,0.87,0.956,0.929,0.948,0.936,0.9160999655723572,0.0,1.0
90,90.0,0.936,0.948,0.881,0.829,0.927,0.876,0.96,0.93,0.944,0.934,0.9164999723434448,0.0,1.0
91,91.0,0.921,0.952,0.882,0.844,0.926,0.876,0.953,0.933,0.944,0.94,0.9170999526977539,0.0,1.0
92,92.0,0.927,0.956,0.877,0.829,0.927,0.884,0.955,0.934,0.941,0.941,0.9170999526977539,0.0,1.0
93,93.0,0.917,0.949,0.865,0.831,0.931,0.875,0.953,0.942,0.952,0.935,0.9149999618530273,0.0,1.0
94,94.0,0.927,0.947,0.888,0.834,0.938,0.875,0.948,0.937,0.941,0.95,0.9185000061988831,0.0,1.0
95,95.0,0.914,0.952,0.893,0.838,0.93,0.869,0.954,0.924,0.941,0.945,0.9159999489784241,0.0,1.0
96,96.0,0.93,0.945,0.892,0.85,0.929,0.855,0.944,0.935,0.947,0.939,0.9165999889373779,0.0,1.0
97,97.0,0.91,0.95,0.883,0.841,0.934,0.873,0.956,0.933,0.944,0.942,0.9165999889373779,0.0,1.0
98,98.0,0.917,0.949,0.891,0.848,0.924,0.87,0.956,0.931,0.944,0.937,0.916700005531311,0.0,1.0
99,99.0,0.929,0.955,0.874,0.847,0.913,0.874,0.955,0.939,0.942,0.938,0.9165999889373779,0.0,1.0
