,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,average,valid_acc,train_acc
17,17.0,0.455,0.197,0.418,0.075,0.015,0.0,0.756,0.718,0.973,0.19,0.3797000050544739,0.0,0.404533326625824
18,18.0,0.737,0.52,0.988,0.781,0.562,0.055,0.515,0.302,0.937,0.737,0.6133999824523926,0.0,0.6387166976928711
19,19.0,0.394,0.379,0.965,0.284,0.45,0.001,0.766,0.018,0.759,0.008,0.4023999869823456,0.0,0.422566682100296
20,20.0,0.869,0.99,0.922,0.91,0.861,0.97,0.729,0.981,0.991,0.963,0.9185999631881714,0.0,0.9317333698272705
21,21.0,0.838,0.991,0.886,0.932,0.864,0.966,0.838,0.974,0.993,0.962,0.9243999719619751,0.0,0.9444167017936707
22,22.0,0.887,0.991,0.913,0.941,0.884,0.967,0.769,0.987,0.985,0.943,0.9266999959945679,0.0,0.9418833255767822
23,23.0,0.775,0.974,0.853,0.968,0.838,0.987,0.829,0.932,0.989,0.978,0.9122999906539917,0.0,0.9223333597183228
24,24.0,0.831,0.98,0.953,0.92,0.821,0.797,0.725,0.939,0.982,0.967,0.8914999961853027,0.0,0.9111000299453735
25,25.0,0.547,0.994,0.624,0.406,0.798,0.901,0.79,0.0,0.955,0.033,0.6047999858856201,0.0,0.6158333420753479
26,26.0,0.852,0.966,0.829,0.947,0.86,0.969,0.83,0.945,0.98,0.983,0.9160999655723572,0.0,0.932533323764801
27,27.0,0.887,0.989,0.939,0.905,0.812,0.892,0.786,0.93,0.983,0.975,0.9097999930381775,0.0,0.9381000399589539
28,28.0,0.913,0.994,0.94,0.927,0.906,0.992,0.723,0.976,0.985,0.94,0.9296000003814697,0.0,0.9540166854858398
29,29.0,0.846,0.984,0.922,0.906,0.943,0.966,0.799,0.994,0.982,0.948,0.9289999604225159,0.0,0.9571666717529297
30,30.0,0.885,0.993,0.937,0.914,0.822,0.954,0.786,0.976,0.99,0.968,0.92249995470047,0.0,0.9483667016029358
31,31.0,0.84,0.989,0.947,0.949,0.715,0.972,0.843,0.989,0.987,0.95,0.9180999994277954,0.0,0.942383348941803
32,32.0,0.892,0.995,0.958,0.942,0.804,0.958,0.736,0.977,0.994,0.965,0.9220999479293823,0.0,0.9478166699409485
33,33.0,0.857,0.991,0.939,0.934,0.927,0.993,0.809,0.97,0.991,0.971,0.9381999969482422,0.0,0.9784500002861023
34,34.0,0.884,0.992,0.868,0.92,0.948,0.988,0.825,0.978,0.992,0.964,0.9358999729156494,0.0,0.977233350276947
35,35.0,0.881,0.988,0.884,0.937,0.855,0.989,0.854,0.972,0.987,0.968,0.9314999580383301,0.0,0.9735666513442993
36,36.0,0.851,0.988,0.883,0.937,0.927,0.99,0.844,0.971,0.989,0.97,0.9350000023841858,0.0,0.9804666638374329
37,37.0,0.903,0.986,0.909,0.94,0.937,0.99,0.785,0.953,0.985,0.98,0.9368000030517578,0.0,0.9816499948501587
38,38.0,0.904,0.989,0.946,0.942,0.942,0.989,0.748,0.977,0.992,0.96,0.9388999938964844,0.0,0.9896000027656555
39,39.0,0.871,0.99,0.894,0.937,0.909,0.991,0.877,0.956,0.99,0.977,0.9391999840736389,0.0,0.9916499853134155
40,40.0,0.909,0.991,0.924,0.945,0.926,0.989,0.785,0.971,0.989,0.97,0.9398999810218811,0.0,0.9942833185195923
41,41.0,0.897,0.99,0.952,0.944,0.896,0.985,0.794,0.981,0.989,0.966,0.9393999576568604,0.0,0.9954333305358887
42,42.0,0.893,0.985,0.936,0.953,0.933,0.989,0.785,0.983,0.99,0.964,0.941100001335144,0.0,0.9955666661262512
43,43.0,0.908,0.99,0.923,0.957,0.95,0.988,0.786,0.989,0.991,0.96,0.9441999793052673,0.0,0.9957333207130432
44,44.0,0.896,0.988,0.907,0.945,0.918,0.986,0.832,0.976,0.99,0.97,0.9407999515533447,0.0,0.9963499903678894
45,45.0,0.876,0.989,0.897,0.928,0.942,0.985,0.835,0.969,0.993,0.976,0.9389999508857727,0.0,0.9954833388328552
46,46.0,0.899,0.991,0.912,0.953,0.925,0.991,0.815,0.962,0.991,0.975,0.9413999915122986,0.0,0.9965167045593262
47,47.0,0.88,0.991,0.933,0.934,0.923,0.99,0.814,0.973,0.991,0.968,0.9396999478340149,0.0,0.9959666728973389
48,48.0,0.898,0.99,0.913,0.94,0.93,0.99,0.82,0.977,0.993,0.967,0.9417999982833862,0.0,0.9992499947547913
49,49.0,0.901,0.992,0.923,0.936,0.926,0.988,0.824,0.984,0.991,0.967,0.9431999921798706,0.0,0.9991833567619324
