,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot,average,valid_acc,train_acc
40,40.0,0.854,0.986,0.895,0.943,0.9,0.992,0.839,0.99,0.989,0.951,0.933899998664856,0.0,0.9981666803359985
41,41.0,0.882,0.987,0.887,0.937,0.915,0.995,0.837,0.986,0.99,0.963,0.9378999471664429,0.0,0.9996333718299866
42,42.0,0.889,0.986,0.9,0.937,0.913,0.991,0.82,0.986,0.99,0.957,0.9368999600410461,0.0,0.999666690826416
43,43.0,0.889,0.986,0.905,0.941,0.923,0.988,0.82,0.989,0.992,0.963,0.9395999908447266,0.0,0.9997833371162415
44,44.0,0.885,0.986,0.902,0.936,0.928,0.99,0.82,0.986,0.99,0.964,0.9386999607086182,0.0,0.999833345413208
45,45.0,0.887,0.987,0.897,0.937,0.925,0.99,0.819,0.987,0.99,0.958,0.9376999735832214,0.0,0.9998166561126709
46,46.0,0.886,0.986,0.905,0.938,0.913,0.99,0.824,0.986,0.99,0.963,0.9380999803543091,0.0,0.999916672706604
47,47.0,0.895,0.987,0.9,0.937,0.925,0.988,0.814,0.989,0.991,0.959,0.9384999871253967,0.0,0.999833345413208
48,48.0,0.877,0.986,0.899,0.935,0.932,0.99,0.82,0.987,0.99,0.962,0.9377999901771545,0.0,0.9999666810035706
49,49.0,0.887,0.986,0.902,0.938,0.924,0.991,0.823,0.988,0.992,0.96,0.9390999674797058,0.0,0.9999666810035706
