,epoch,T-shirt/top,Trouser,Pullover,Dress,Coat,Sandal,Shirt,Sneaker,Bag,Ankle boot
0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
1,1.0,1.0870219288524317,1.0870219288524317,0.495296581931342,1.0870219288524317,1.0870219288524317,1.0870219288524317,1.077821400099171,1.0870219288524317,0.8177285160024645,1.0870219288524317
2,2.0,1.1582526690169523,1.1580596429913985,0.5277525436700091,1.1582526690169523,1.1582526690169523,1.1582526690169523,0.498859770040407,1.1582526690169523,0.8658120291964708,1.1582526690169523
3,3.0,0.953826178043663,0.9318278787760288,0.5142298142473999,0.9897787680486425,1.31419744661038,1.1453682173995023,0.9299572870467593,1.0398323579590187,0.7504313077263153,1.4305507441422909
4,4.0,0.9815083788544297,0.9588716390073274,0.52915393072539,1.0185043946314154,1.3523384396545026,1.1786094029804577,0.9569467584599519,1.0700106533394134,0.48198782835183535,1.4720685739952748
5,5.0,1.0439706083692943,1.0132854808887544,0.4675977273424988,1.0898404791869545,1.4470562727707859,1.261159248098597,0.4893659078454289,1.1449542381136069,0.4675977273424988,1.5751723100415795
6,6.0,0.7855147898822298,0.7327754316650783,0.4778730060672926,0.9219637930794828,1.6191759394823195,1.1671723247688321,0.6607197856743592,1.5650493240982744,0.4778730060672926,1.5918825992148395
7,7.0,0.9750739541839625,0.8752532898360701,0.5827077175941636,0.8572074762169947,1.7135913501225233,1.4514911000608128,0.501307196118736,0.7182707965405677,0.5167292546474386,1.80836786467873
8,8.0,0.980642855617191,0.7979465897403091,0.7306106795515721,0.8180103574101876,1.7593651834160136,1.418528007345215,0.6152820366780718,0.6496118290286281,0.5086337797733453,1.7213686814394664
9,9.0,0.8905363732477616,0.7217344555174955,0.9624636967634351,0.8421773440340703,1.6883223362717583,1.3102727680851975,0.8981733067553866,0.5948587293947684,0.5130762586806156,1.5783847312495098
10,10.0,0.8339410743202671,0.6252569877158999,0.9719799198013528,0.7773023598870517,2.0077404578611273,1.3779186461957698,0.9964528664310798,0.531389927715601,0.5019351144652818,1.3760826456065682
11,11.0,0.8581580038471954,0.5724668918168253,1.2200258217895361,0.7732648140421828,1.9892742846581286,1.3420517825210778,0.9952500346706025,0.49731857116453215,0.49731857116453215,1.2548712243253897
12,12.0,1.0035439142695735,0.504791930803342,2.019167723213368,0.6575097514543865,1.7179091083533606,1.0809831841799025,0.9763606359716831,0.504791930803342,0.504791930803342,1.0301498901476998
13,13.0,0.9737845214761409,0.4962998165094334,1.9314078544028983,0.6738606791032952,1.5817076221391235,0.9676367081320033,1.4547109147308053,0.4962998165094334,0.4962998165094334,0.927992250487431
14,14.0,0.9173287443787046,0.48910170857412594,1.9564068342965037,0.6217051269343336,1.400432190047514,0.8595989195781312,1.9564068342965037,0.48910170857412594,0.48910170857412594,0.8208162247459333
15,15.0,0.7520909652048597,0.7746891359371159,1.4309438327240749,0.9160069460497015,1.2297844817573103,1.456838488080076,1.3986408114854088,0.7903388945872152,0.557670637865486,0.6929958063087526
16,16.0,0.8266005605009347,0.7145070038613724,1.4065387256653195,0.9555829567448054,1.2994874295692704,1.3429915619138686,1.4992503481133939,0.7612228345905122,0.5253507663520435,0.6684678126884807
17,17.0,0.9012808535896626,0.6583619186958396,1.4361422955604342,0.9405676621519384,1.2999146093281015,1.2233116436438767,1.568250328294303,0.8237948044687358,0.497935104644212,0.6504407796228975
18,18.0,0.9152993632592276,0.597461036633029,1.2789782110107857,0.8725481609883421,1.6153734575487555,1.123552910345538,1.8053024736248706,0.7205554726501302,0.4862373201816967,0.5846915937576231
19,19.0,1.0260158478510408,0.5552266219029,1.2849872210986253,0.874458763109764,1.6089580466159181,1.0287555414132044,1.883720430384502,0.6632882696154608,0.4928018291363004,0.581787428872282
20,20.0,1.12785795784199,0.49017452418065005,1.593956253210851,0.8215905584589845,1.6121314012347454,0.8763295044966591,1.7226878972605146,0.7508305945825782,0.49017452418065005,0.5142667845523791
21,21.0,1.092800291697601,0.47963794177576363,1.5295532880483327,0.8245453051096362,1.7480142173387179,0.7890518928404877,1.901181859633958,0.6759393200039746,0.47963794177576363,0.47963794177576363
22,22.0,1.2025526391656,0.4960813075667941,1.5116151942813938,0.8081128994447108,1.6506735731158138,0.7312107894151058,1.9843252302671763,0.6232657516098186,0.4960813075667941,0.4960813075667941
23,23.0,1.2593203315879702,0.48427221238271356,1.5135699565750624,0.8094276840499056,1.780348425796338,0.6798195770058706,1.9370888495308543,0.56760853830586,0.48427221238271356,0.48427221238271356
24,24.0,1.2877311281178248,0.49040459651000623,1.46293901339614,0.8300371565735319,1.826592340014079,0.6309986985870736,1.961618386040025,0.5288694877413065,0.49040459651000623,0.49040459651000623
25,25.0,1.367124199379749,0.4895679113299727,1.4263351510053206,0.7853514736396185,1.905567141436156,0.5894154922260098,1.9582716453198907,0.4992311630033397,0.4895679113299727,0.4895679113299727
26,26.0,1.3850673911840936,0.4962148362475772,1.3921013624313312,0.7973848285873899,1.871959475799873,0.5837682520166969,1.9848593449903087,0.4962148362475772,0.4962148362475772,0.4962148362475772
27,27.0,1.3927726527194886,0.48872546274768663,1.266843941319318,0.9617152608180393,1.9252068344910729,0.518125981478802,1.9549018509907465,0.5142570899394736,0.48872546274768663,0.48872546274768663
28,28.0,1.3425480666290504,0.49342702907868163,1.1819137317413841,0.9613366209315568,1.9737081163147265,0.5930772317538289,1.9737081163147265,0.49342702907868163,0.49342702907868163,0.49342702907868163
29,29.0,1.463844940397642,0.48973358454535143,1.203577946089506,0.9095849900076776,1.9498345906232308,0.5552888565191331,1.9589343381814057,0.48973358454535143,0.48973358454535143,0.48973358454535143
30,30.0,1.531238201132303,0.49051352769422524,1.2923672367995573,0.8869884571633915,1.962054110776901,0.5329878538045706,1.8323100295463746,0.49051352769422524,0.49051352769422524,0.49051352769422524
31,31.0,1.539550974272231,0.4898780181835266,1.3006832623835713,0.9039247156205573,1.8893623333034995,0.504169612608456,1.9027970290775786,0.4898780181835266,0.4898780181835266,0.4898780181835266
32,32.0,1.6410694900730336,0.48868127762565977,1.3199322437686118,0.9012386573317657,1.8207771358081686,0.48868127762565977,1.8735760848901215,0.48868127762565977,0.48868127762565977,0.48868127762565977
33,33.0,1.5986174047173076,0.4900001309675183,1.3355876483671654,0.8747117579553574,1.7810820102525033,0.4900001309675183,1.9600005238700733,0.4900001309675183,0.4900001309675183,0.4900001309675183
34,34.0,1.6112023517047471,0.48654838258198574,1.3104618294663535,0.86630408259167,1.8590444506498165,0.48654838258198574,1.9202453726774842,0.48654838258198574,0.48654838258198574,0.48654838258198574
35,35.0,1.6460922001034455,0.48802704031680066,1.337947017640464,0.8761109407813858,1.8413261252255435,0.48802704031680066,1.8583885146651566,0.48802704031680066,0.48802704031680066,0.48802704031680066
36,36.0,1.609943161268604,0.4896665347502658,1.4585329798346776,0.8591591288632241,1.7424301760942031,0.5027026828776686,1.868565732060559,0.4896665347502658,0.4896665347502658,0.4896665347502658
37,37.0,1.7269813945803627,0.48753402508207366,1.4500633907897726,0.8205408025365996,1.6732875366219182,0.48753402508207366,1.8914567500609787,0.48753402508207366,0.48753402508207366,0.48753402508207366
38,38.0,1.7438922248310613,0.4948980168569054,1.4494513516227139,0.8173288078933297,1.6501531627006016,0.4948980168569054,1.8646843686677654,0.4948980168569054,0.4948980168569054,0.4948980168569054
39,39.0,1.7325705562007527,0.49648705195275805,1.4436458542216513,0.8211409607191856,1.6242098097557387,0.49648705195275805,1.8959975593388825,0.49648705195275805,0.49648705195275805,0.49648705195275805
40,40.0,1.7335016001860009,0.4977080839338764,1.4384157341476422,0.8204875101896886,1.6099857470066528,0.4977080839338764,1.909068988800635,0.4977080839338764,0.4977080839338764,0.4977080839338764
41,41.0,1.71647740632697,0.49702271947408855,1.4610759045777593,0.8227859788324929,1.5841100306645148,0.49702271947408855,1.9304370822278203,0.49702271947408855,0.49702271947408855,0.49702271947408855
42,42.0,1.6986527707456203,0.49611149671844534,1.4370144985414284,0.8209186855731585,1.5778829329207773,0.49611149671844534,1.9844459868737814,0.4966391384714505,0.49611149671844534,0.49611149671844534
43,43.0,1.6961723368637072,0.49923804801412053,1.4332430256323936,0.820813639475374,1.5726929365031934,0.49923804801412053,1.9808878214547285,0.49923804801412053,0.49923804801412053,0.49923804801412053
44,44.0,1.6946609386289766,0.5000715913616429,1.4322045951364495,0.8203556482412986,1.5710297062207121,0.5000715913616429,1.9797825410179988,0.5011263362631145,0.5000715913616429,0.5006254604065193
45,45.0,1.6929891047365677,0.5001921646094025,1.4312686923642866,0.8194097630907385,1.5694798382506825,0.5001921646094025,1.979478304230575,0.5058319774948382,0.5001921646094025,0.5009658260041029
46,46.0,1.6921862715877463,0.5001298392787757,1.4310669125829516,0.8194308033967344,1.5687355744884235,0.500288382688923,1.9791992380415948,0.5060979516651267,0.5001298392787757,0.502735186990948
47,47.0,1.691499105737761,0.5001767715857814,1.4304857825218689,0.8192345752748212,1.5680985397053473,0.5010028885870907,1.9787252815491576,0.5073278289699692,0.500163828444995,0.5032853976232075
48,48.0,1.691243530474749,0.5001011979070742,1.430269644790041,0.8191107938957273,1.5678616095199545,0.5010941936495213,1.9784263081518054,0.5074202867185215,0.500171611710761,0.5043008231818447
49,49.0,1.6910714554155875,0.5000503152626377,1.4301241224395873,0.8190274537168709,1.5679633933730228,0.5010432099730348,1.9782250137681832,0.5073686593956176,0.5002040823022509,0.5049222943532067
